start_date,pollster,politician,tot_favorable
2019-06-09,YouGov,Amy Klobuchar,46.0
2019-06-09,YouGov,Andrew Yang,38.0
2019-06-09,YouGov,Elizabeth Warren,82.0
2019-06-09,YouGov,Joe Biden,88.0
2019-06-09,YouGov,Bernie Sanders,86.0
2019-06-07,Morning Consult,Donald Trump,41.0
2019-06-02,YouGov,Donald Trump,90.0
2019-06-02,YouGov,Michael Bennet,34.0
2019-06-02,YouGov,Pete Buttigieg,68.0
2019-06-02,YouGov,John Delaney,24.0
2019-06-02,YouGov,Tulsi Gabbard,40.0
2019-06-02,YouGov,Amy Klobuchar,54.0
2019-06-02,YouGov,Andrew Yang,38.0
2019-06-02,YouGov,Joe Biden,92.0
2019-06-02,YouGov,Elizabeth Warren,82.0
2019-06-02,YouGov,Bernie Sanders,84.0
2019-05-31,Morning Consult,Donald Trump,42.0
2019-05-28,CNN/SSRS,Joe Biden,49.0
2019-05-28,CNN/SSRS,Bernie Sanders,46.0
2019-05-28,CNN/SSRS,Donald Trump,45.0
2019-05-28,CNN/SSRS,Pete Buttigieg,24.0
2019-05-28,CNN/SSRS,Michael Bennet,10.0
2019-05-28,CNN/SSRS,Elizabeth Warren,35.0
2019-05-29,Harris Poll,Joe Biden,98.0
2019-05-29,Harris Poll,Bernie Sanders,90.0
2019-05-29,Harris Poll,Donald Trump,85.0
2019-05-29,Harris Poll,Pete Buttigieg,52.0
2019-05-29,Harris Poll,Elizabeth Warren,66.0
2019-05-26,YouGov,Elizabeth Warren,88.0
2019-05-26,YouGov,Donald Trump,88.0
2019-05-26,YouGov,Bernie Sanders,90.0
2019-05-26,YouGov,Joe Biden,92.0
2019-05-26,YouGov,Michael Bennet,32.0
2019-05-26,YouGov,Pete Buttigieg,68.0
2019-05-26,YouGov,John Delaney,28.0
2019-05-26,YouGov,Tulsi Gabbard,32.0
2019-05-26,YouGov,Amy Klobuchar,52.0
2019-05-26,YouGov,Andrew Yang,36.0
2019-05-24,HarrisX,Bernie Sanders,82.0
2019-05-24,HarrisX,Tulsi Gabbard,28.0
2019-05-23,HarrisX,Joe Biden,100.0
2019-05-23,HarrisX,Elizabeth Warren,68.0
2019-05-23,HarrisX,Pete Buttigieg,50.0
2019-05-23,HarrisX,John Delaney,36.0
2019-05-23,HarrisX,Amy Klobuchar,38.0
2019-05-23,HarrisX,Andrew Yang,36.0
2019-05-18,YouGov,Elizabeth Warren,86.0
2019-05-18,YouGov,Donald Trump,86.0
2019-05-18,YouGov,Bernie Sanders,90.0
2019-05-18,YouGov,Joe Biden,94.0
2019-05-18,YouGov,Michael Bennet,32.0
2019-05-18,YouGov,Pete Buttigieg,68.0
2019-05-18,YouGov,John Delaney,26.0
2019-05-18,YouGov,Tulsi Gabbard,38.0
2019-05-18,YouGov,Amy Klobuchar,56.0
2019-05-18,YouGov,Andrew Yang,44.0
2019-05-16,Quinnipiac University,Joe Biden,49.0
2019-05-16,Quinnipiac University,Donald Trump,38.0
2019-05-16,Quinnipiac University,Amy Klobuchar,16.0
2019-05-16,Quinnipiac University,Pete Buttigieg,23.0
2019-05-16,Quinnipiac University,Tulsi Gabbard,7.0
2019-05-16,Quinnipiac University,John Delaney,6.0
2019-05-16,Quinnipiac University,Andrew Yang,8.0
2019-05-16,Quinnipiac University,Michael Bennet,8.0
2019-05-16,Quinnipiac University,Bernie Sanders,41.0
2019-05-16,Quinnipiac University,Elizabeth Warren,32.0
2019-05-17,Morning Consult,Donald Trump,41.0
2019-05-12,YouGov,Donald Trump,88.0
2019-05-12,YouGov,Joe Biden,94.0
2019-05-12,YouGov,Elizabeth Warren,84.0
2019-05-12,YouGov,Bernie Sanders,88.0
2019-05-12,YouGov,Michael Bennet,30.0
2019-05-12,YouGov,Pete Buttigieg,68.0
2019-05-12,YouGov,John Delaney,26.0
2019-05-12,YouGov,Tulsi Gabbard,34.0
2019-05-12,YouGov,Amy Klobuchar,56.0
2019-05-12,YouGov,Andrew Yang,38.0
2019-05-10,Morning Consult,Donald Trump,41.0
2019-05-05,YouGov,Donald Trump,90.0
2019-05-05,YouGov,Joe Biden,94.0
2019-05-05,YouGov,Bernie Sanders,88.0
2019-05-05,YouGov,Michael Bennet,34.0
2019-05-05,YouGov,Pete Buttigieg,68.0
2019-05-05,YouGov,John Delaney,28.0
2019-05-05,YouGov,Tulsi Gabbard,36.0
2019-05-05,YouGov,Amy Klobuchar,52.0
2019-05-05,YouGov,Elizabeth Warren,82.0
2019-05-05,YouGov,Andrew Yang,36.0
2019-05-03,Morning Consult,Donald Trump,41.0
2019-04-30,Harris Poll,Bernie Sanders,99.0
2019-04-30,Harris Poll,Joe Biden,104.0
2019-04-30,Harris Poll,Donald Trump,84.0
2019-04-30,Harris Poll,Pete Buttigieg,51.0
2019-04-30,Harris Poll,Elizabeth Warren,72.0
2019-04-27,YouGov,Elizabeth Warren,88.0
2019-04-27,YouGov,Donald Trump,86.0
2019-04-27,YouGov,Joe Biden,98.0
2019-04-27,YouGov,Bernie Sanders,90.0
2019-04-27,YouGov,Pete Buttigieg,66.0
2019-04-27,YouGov,John Delaney,28.0
2019-04-27,YouGov,Tulsi Gabbard,38.0
2019-04-27,YouGov,Amy Klobuchar,56.0
2019-04-27,YouGov,Andrew Yang,36.0
2019-04-28,HarrisX,Bernie Sanders,94.0
2019-04-28,Morning Consult,Donald Trump,41.0
2019-04-28,HarrisX,Tulsi Gabbard,26.0
2019-04-27,HarrisX,Joe Biden,96.0
2019-04-25,CNN/SSRS,Joe Biden,51.0
2019-04-25,CNN/SSRS,Donald Trump,45.0
2019-04-25,CNN/SSRS,Pete Buttigieg,22.0
2019-04-27,HarrisX,John Delaney,24.0
2019-04-27,HarrisX,Amy Klobuchar,38.0
2019-04-27,HarrisX,Andrew Yang,26.0
2019-04-27,HarrisX,Pete Buttigieg,48.0
2019-04-27,HarrisX,Elizabeth Warren,62.0
2019-04-21,YouGov,Donald Trump,88.0
2019-04-21,YouGov,Bernie Sanders,90.0
2019-04-21,YouGov,Joe Biden,92.0
2019-04-21,YouGov,Elizabeth Warren,80.0
2019-04-21,YouGov,Pete Buttigieg,64.0
2019-04-21,YouGov,John Delaney,28.0
2019-04-21,YouGov,Tulsi Gabbard,36.0
2019-04-21,YouGov,Amy Klobuchar,50.0
2019-04-21,YouGov,Andrew Yang,40.0
2019-04-19,Morning Consult,Joe Biden,48.0
2019-04-19,Morning Consult,Donald Trump,39.0
2019-04-13,YouGov,Donald Trump,86.0
2019-04-14,Fox News,Donald Trump,88.0
2019-04-13,YouGov,Joe Biden,94.0
2019-04-13,YouGov,Elizabeth Warren,82.0
2019-04-13,YouGov,Bernie Sanders,86.0
2019-04-13,YouGov,Pete Buttigieg,64.0
2019-04-13,YouGov,John Delaney,24.0
2019-04-13,YouGov,Tulsi Gabbard,36.0
2019-04-13,YouGov,Amy Klobuchar,54.0
2019-04-13,YouGov,Andrew Yang,36.0
2019-04-12,Morning Consult,Donald Trump,44.0
2019-04-06,YouGov,Donald Trump,88.0
2019-04-06,YouGov,Joe Biden,98.0
2019-04-06,YouGov,Pete Buttigieg,60.0
2019-04-06,YouGov,John Delaney,24.0
2019-04-06,YouGov,Tulsi Gabbard,32.0
2019-04-06,YouGov,Amy Klobuchar,52.0
2019-04-06,YouGov,Bernie Sanders,86.0
2019-04-06,YouGov,Andrew Yang,36.0
2019-04-06,YouGov,Elizabeth Warren,76.0
2019-04-05,Morning Consult,Donald Trump,40.0
2019-03-31,YouGov,Donald Trump,86.0
2019-03-31,YouGov,Joe Biden,96.0
2019-03-31,YouGov,Bernie Sanders,88.0
2019-03-31,YouGov,Pete Buttigieg,48.0
2019-03-31,YouGov,John Delaney,24.0
2019-03-31,YouGov,Tulsi Gabbard,32.0
2019-03-31,YouGov,Amy Klobuchar,48.0
2019-03-31,YouGov,Andrew Yang,34.0
2019-03-31,YouGov,Elizabeth Warren,76.0
2019-03-29,Morning Consult,Donald Trump,44.0
2019-03-30,HarrisX,Bernie Sanders,96.0
2019-03-30,HarrisX,Tulsi Gabbard,28.0
2019-03-29,HarrisX,Joe Biden,110.0
2019-03-29,HarrisX,Elizabeth Warren,68.0
2019-03-29,HarrisX,Pete Buttigieg,37.0
2019-03-29,HarrisX,John Delaney,30.0
2019-03-29,HarrisX,Amy Klobuchar,44.0
2019-03-29,HarrisX,Andrew Yang,30.0
2019-03-27,Public Policy Polling,Donald Trump,42.0
2019-03-25,Harris Poll,Joe Biden,108.0
2019-03-25,Harris Poll,Bernie Sanders,92.0
2019-03-24,YouGov,Donald Trump,90.0
2019-03-25,Morning Consult,Donald Trump,42.0
2019-03-25,Harris Poll,Donald Trump,77.0
2019-03-24,YouGov,Joe Biden,102.0
2019-03-24,YouGov,Pete Buttigieg,48.0
2019-03-24,YouGov,John Delaney,22.0
2019-03-24,YouGov,Tulsi Gabbard,34.0
2019-03-24,YouGov,Amy Klobuchar,52.0
2019-03-24,YouGov,Andrew Yang,28.0
2019-03-24,YouGov,Bernie Sanders,86.0
2019-03-24,YouGov,Elizabeth Warren,80.0
2019-03-25,Harris Poll,Elizabeth Warren,60.0
2019-03-17,YouGov,Joe Biden,104.0
2019-03-17,YouGov,Donald Trump,84.0
2019-03-17,YouGov,Bernie Sanders,88.0
2019-03-17,YouGov,Pete Buttigieg,34.0
2019-03-17,YouGov,John Delaney,24.0
2019-03-17,YouGov,Tulsi Gabbard,34.0
2019-03-17,YouGov,Amy Klobuchar,48.0
2019-03-17,YouGov,Andrew Yang,22.0
2019-03-17,YouGov,Elizabeth Warren,78.0
2019-03-13,Suffolk University,Donald Trump,42.0
2019-03-14,CNN/SSRS,Donald Trump,42.0
2019-03-15,Morning Consult,Donald Trump,41.0
2019-03-14,CNN/SSRS,Bernie Sanders,46.0
2019-03-14,CNN/SSRS,Amy Klobuchar,15.0
2019-03-10,YouGov,Donald Trump,88.0
2019-03-10,YouGov,Joe Biden,102.0
2019-03-10,YouGov,Bernie Sanders,86.0
2019-03-10,YouGov,Pete Buttigieg,34.0
2019-03-10,YouGov,John Delaney,24.0
2019-03-10,YouGov,Tulsi Gabbard,34.0
2019-03-10,YouGov,Amy Klobuchar,50.0
2019-03-10,YouGov,Andrew Yang,28.0
2019-03-10,YouGov,Elizabeth Warren,76.0
2019-03-08,Morning Consult,Donald Trump,39.0
2019-03-09,HarrisX,Bernie Sanders,82.0
2019-03-09,HarrisX,Tulsi Gabbard,26.0
2019-03-08,Morning Consult,Andrew Yang,8.0
2019-03-08,HarrisX,Joe Biden,106.0
2019-03-08,HarrisX,Elizabeth Warren,66.0
2019-03-08,HarrisX,Pete Buttigieg,32.0
2019-03-08,HarrisX,John Delaney,34.0
2019-03-08,HarrisX,Amy Klobuchar,42.0
2019-03-08,HarrisX,Andrew Yang,26.0
2019-03-03,YouGov,Donald Trump,92.0
2019-03-03,YouGov,Pete Buttigieg,32.0
2019-03-03,YouGov,John Delaney,22.0
2019-03-03,YouGov,Tulsi Gabbard,30.0
2019-03-03,YouGov,Amy Klobuchar,50.0
2019-03-03,YouGov,Elizabeth Warren,78.0
2019-03-03,YouGov,Bernie Sanders,82.0
2019-03-01,Morning Consult,Donald Trump,41.0
2019-02-24,YouGov,Donald Trump,88.0
2019-02-24,YouGov,Bernie Sanders,88.0
2019-02-24,YouGov,Pete Buttigieg,30.0
2019-02-24,YouGov,John Delaney,22.0
2019-02-24,YouGov,Tulsi Gabbard,32.0
2019-02-24,YouGov,Amy Klobuchar,50.0
2019-02-24,YouGov,Elizabeth Warren,74.0
2019-02-22,Morning Consult,Donald Trump,41.0
2019-02-19,Harris Poll,Bernie Sanders,99.0
2019-02-19,Harris Poll,Joe Biden,108.0
2019-02-19,Harris Poll,Donald Trump,80.0
2019-02-19,Harris Poll,Elizabeth Warren,68.0
2019-02-15,Morning Consult,Joe Biden,50.0
2019-02-15,Morning Consult,Donald Trump,41.0
2019-02-17,YouGov,Donald Trump,88.0
2019-02-15,Morning Consult,Bernie Sanders,44.0
2019-02-17,YouGov,Bernie Sanders,84.0
2019-02-15,Morning Consult,Pete Buttigieg,8.0
2019-02-17,YouGov,John Delaney,22.0
2019-02-17,YouGov,Tulsi Gabbard,32.0
2019-02-17,YouGov,Amy Klobuchar,52.0
2019-02-15,Morning Consult,Amy Klobuchar,17.0
2019-02-15,Morning Consult,John Delaney,8.0
2019-02-15,Morning Consult,Michael Bloomberg,21.0
2019-02-17,YouGov,Pete Buttigieg,28.0
2019-02-17,YouGov,Elizabeth Warren,78.0
2019-02-15,Morning Consult,Elizabeth Warren,27.0
2019-02-10,Fox News,Donald Trump,86.0
2019-02-10,YouGov,Donald Trump,80.0
2019-02-10,YouGov,Bernie Sanders,90.0
2019-02-10,YouGov,Elizabeth Warren,86.0
2019-02-10,YouGov,Pete Buttigieg,30.0
2019-02-10,YouGov,John Delaney,26.0
2019-02-10,YouGov,Tulsi Gabbard,34.0
2019-02-10,YouGov,Amy Klobuchar,54.0
2019-02-07,Morning Consult,Joe Biden,50.0
2019-02-07,Morning Consult,Donald Trump,43.0
2019-02-07,Morning Consult,Bernie Sanders,44.0
2019-02-07,Morning Consult,Amy Klobuchar,14.0
2019-02-07,Morning Consult,John Delaney,9.0
2019-02-07,Morning Consult,Michael Bloomberg,22.0
2019-02-07,Morning Consult,Pete Buttigieg,8.0
2019-02-07,Morning Consult,Elizabeth Warren,27.0
2019-02-02,YouGov,Donald Trump,84.0
2019-02-02,YouGov,Bernie Sanders,86.0
2019-02-02,YouGov,Elizabeth Warren,78.0
2019-02-02,YouGov,Pete Buttigieg,24.0
2019-02-02,YouGov,John Delaney,20.0
2019-02-02,YouGov,Tulsi Gabbard,30.0
2019-02-01,Morning Consult,Bernie Sanders,48.0
2019-02-01,Morning Consult,Joe Biden,52.0
2019-01-30,CNN/SSRS,Donald Trump,44.0
2019-02-01,Morning Consult,Donald Trump,40.0
2019-01-30,CNN/SSRS,Elizabeth Warren,33.0
2019-02-01,Morning Consult,Elizabeth Warren,33.0
2019-02-01,Morning Consult,Amy Klobuchar,17.0
2019-01-30,CNN/SSRS,Pete Buttigieg,6.0
2019-01-30,CNN/SSRS,Tulsi Gabbard,8.0
2019-01-27,YouGov,Donald Trump,86.0
2019-01-27,YouGov,Elizabeth Warren,78.0
2019-01-27,YouGov,Bernie Sanders,84.0
2019-01-27,YouGov,Pete Buttigieg,22.0
2019-01-27,YouGov,John Delaney,18.0
2019-01-27,YouGov,Tulsi Gabbard,28.0
2019-01-25,Morning Consult,Donald Trump,40.0
2019-01-25,Morning Consult,Joe Biden,49.0
2019-01-25,Morning Consult,Bernie Sanders,44.0
2019-01-25,Morning Consult,Elizabeth Warren,30.0
2019-01-25,Morning Consult,Amy Klobuchar,13.0
2019-01-25,Morning Consult,Pete Buttigieg,7.0
2019-01-18,Morning Consult,Donald Trump,40.0
2019-01-20,YouGov,Donald Trump,84.0
2019-01-18,Morning Consult,Bernie Sanders,45.0
2019-01-18,Morning Consult,Joe Biden,49.0
2019-01-18,Morning Consult,Elizabeth Warren,29.0
2019-01-20,YouGov,Elizabeth Warren,78.0
2019-01-20,YouGov,John Delaney,20.0
2019-01-20,YouGov,Tulsi Gabbard,30.0
2019-01-18,Morning Consult,Amy Klobuchar,14.0
2019-01-19,Public Policy Polling,Donald Trump,40.0
2019-01-15,Harris Poll,Bernie Sanders,101.0
2019-01-15,Harris Poll,Joe Biden,112.0
2019-01-15,Harris Poll,Donald Trump,82.0
2019-01-15,Harris Poll,Elizabeth Warren,68.0
2019-01-15,HarrisX,Tulsi Gabbard,26.0
2019-01-12,YouGov,Donald Trump,88.0
2019-01-11,Morning Consult,Bernie Sanders,47.0
2019-01-11,Morning Consult,Donald Trump,41.0
2019-01-11,Morning Consult,Joe Biden,50.0
2019-01-11,Morning Consult,Elizabeth Warren,30.0
2019-01-11,Morning Consult,Amy Klobuchar,15.0
2019-01-09,Quinnipiac University,Donald Trump,41.0
2019-01-06,YouGov,Donald Trump,88.0
2019-01-06,YouGov,Elizabeth Warren,82.0
2019-01-04,Morning Consult,Donald Trump,42.0
2019-01-04,Morning Consult,Joe Biden,50.0
2019-01-04,Morning Consult,Bernie Sanders,45.0
2019-01-04,Morning Consult,Elizabeth Warren,29.0
2019-01-04,Morning Consult,Amy Klobuchar,12.0
2019-01-03,HarrisX,Joe Biden,108.0
2019-01-03,HarrisX,Elizabeth Warren,74.0
2019-01-03,HarrisX,Bernie Sanders,92.0
2019-01-03,HarrisX,Michael Bloomberg,69.0
2019-01-03,HarrisX,Tom Steyer,36.0
2019-01-03,HarrisX,Amy Klobuchar,39.0
