question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,answer,candidate_name,candidate_party,pct
114321,63027,2020,Michigan,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,551,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Sanders,Bernard Sanders,DEM,41.84
114321,63027,2020,Michigan,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,551,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,47.56
114322,63027,2020,Michigan,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,551,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Buttigieg,Pete Buttigieg,DEM,37.3
114322,63027,2020,Michigan,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,551,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,47.94
114323,63027,2020,Michigan,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,551,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Bloomberg,Michael Bloomberg,DEM,37.1
114323,63027,2020,Michigan,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,551,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,47.83
114324,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Biden,Joseph R. Biden Jr.,DEM,41.24
114324,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,45.48
114325,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Warren,Elizabeth Warren,DEM,39.87
114325,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,47.14
114326,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Sanders,Bernard Sanders,DEM,37.45
114326,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,48.03
114327,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Buttigieg,Pete Buttigieg,DEM,39.88
114327,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,46.11
114328,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Bloomberg,Michael Bloomberg,DEM,40.78
114328,63028,2020,Pennsylvania,1483,Optimus,"","",Firehouse Strategies/Øptimus,245,Optimus,C/D,598,lv,lv,Live Phone/Text,U.S. President,0,,12/3/19,12/5/19,,"",false,,,false,false,12/9/19 08:34,"",https://firehousestrategies.com/analysis/december_2019_battleground_survey/,general,Trump,Donald Trump,REP,44.78
114289,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Sanders,Bernard Sanders,DEM,34.0
114289,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Trump,Donald Trump,REP,47.0
114290,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Biden,Joseph R. Biden Jr.,DEM,44.0
114290,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Trump,Donald Trump,REP,46.0
114291,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Buttigieg,Pete Buttigieg,DEM,43.0
114291,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Trump,Donald Trump,REP,45.0
114292,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Warren,Elizabeth Warren,DEM,41.0
114292,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Trump,Donald Trump,REP,47.0
114293,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Bloomberg,Michael Bloomberg,DEM,40.0
114293,63024,2020,Arizona,1293,OH Predictive Insights/MBQF,"","",OH Predictive Insights,235,OH Predictive Insights/MBQF,B/C,628,lv,lv,IVR/Live Phone,U.S. President,0,,12/3/19,12/4/19,,"",false,,,false,false,12/9/19 07:11,,https://www.dropbox.com/s/6rhlttfgxw5gk95/Presidental%20Report.pdf,general,Trump,Donald Trump,REP,47.0
113992,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Biden,Joseph R. Biden Jr.,DEM,52.3
113992,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,47.7
113993,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Sanders,Bernard Sanders,DEM,51.6
113993,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,48.4
113994,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Warren,Elizabeth Warren,DEM,48.8
113994,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,51.2
113995,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Buttigieg,Pete Buttigieg,DEM,53.0
113995,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,47.0
113996,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Yang,Andrew Yang,DEM,49.2
113996,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,547,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample without undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,50.8
113997,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Biden,Joseph R. Biden Jr.,DEM,45.9
113997,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,41.6
113998,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Sanders,Bernard Sanders,DEM,48.9
113998,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,42.4
113999,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Warren,Elizabeth Warren,DEM,47.4
113999,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:12,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,43.0
114000,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:13,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Buttigieg,Pete Buttigieg,DEM,48.1
114000,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:13,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,40.5
114001,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:13,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Yang,Andrew Yang,DEM,46.1
114001,62978,2020,New Hampshire,1102,Emerson College,43,7News,Emerson College,88,Emerson College,A-,637,rv,rv,IVR/Online,U.S. President,0,,11/22/19,11/26/19,,"",false,,,false,false,11/26/19 21:13,split sample with undecided option,http://emersonpolling.com/2019/11/27/new-hampshire-2020-sanders-jumps-to-lead-buttigieg-surges-while-warren-and-biden-slip/,general,Trump,Donald Trump,REP,41.6
114103,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Biden,Joseph R. Biden Jr.,DEM,59.0
114103,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Trump,Donald Trump,REP,32.0
114104,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Biden,Joseph R. Biden Jr.,DEM,59.0
114104,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Pence,Mike Pence,REP,29.0
114105,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Harris,Kamala D. Harris,DEM,56.0
114105,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Trump,Donald Trump,REP,35.0
114106,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Harris,Kamala D. Harris,DEM,54.0
114106,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Pence,Mike Pence,REP,34.0
114107,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Buttigieg,Pete Buttigieg,DEM,52.0
114107,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Trump,Donald Trump,REP,34.0
114108,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Buttigieg,Pete Buttigieg,DEM,48.0
114108,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Pence,Mike Pence,REP,34.0
114109,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Warren,Elizabeth Warren,DEM,56.0
114109,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Trump,Donald Trump,REP,35.0
114110,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Warren,Elizabeth Warren,DEM,53.0
114110,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Pence,Mike Pence,REP,34.0
114111,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Sanders,Bernard Sanders,DEM,60.0
114111,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Trump,Donald Trump,REP,34.0
114112,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Sanders,Bernard Sanders,DEM,59.0
114112,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Pence,Mike Pence,REP,31.0
114113,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Bloomberg,Michael Bloomberg,DEM,50.0
114113,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Trump,Donald Trump,REP,34.0
114114,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Bloomberg,Michael Bloomberg,DEM,48.0
114114,62980,2020,California,460,SurveyUSA,"443,804",KGTV-TV (California) | San Diego Union-Tribune,SurveyUSA,325,SurveyUSA,A,2039,rv,rv,Online,U.S. President,0,,11/20/19,11/22/19,,"",false,,,false,false,11/27/19 15:19,,http://www.surveyusa.com/client/PollReport.aspx?g=0f19d585-788e-4f86-81d0-d09a5e046780,general,Pence,Mike Pence,REP,32.0
114009,62979,2020,,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,A,3850,rv,rv,Online,U.S. President,0,,11/20/19,11/21/19,,"",false,,,false,false,11/27/19 07:34,,http://www.surveyusa.com/client/PollReport.aspx?g=5128ee79-1b59-4146-bf80-54906bb24d4b,general,Biden,Joseph R. Biden Jr.,DEM,52.0
114009,62979,2020,,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,A,3850,rv,rv,Online,U.S. President,0,,11/20/19,11/21/19,,"",false,,,false,false,11/27/19 07:34,,http://www.surveyusa.com/client/PollReport.aspx?g=5128ee79-1b59-4146-bf80-54906bb24d4b,general,Trump,Donald Trump,REP,39.0
114010,62979,2020,,460,SurveyUSA,"","",SurveyUSA,325,SurveyUSA,A,3850,rv,rv,Online,U.S. President,0,,11/20/19,11/21/19,,"",false,,,false,false,11/27/19 07:34,,http://www.surveyusa.com/client/PollReport.aspx?g=5128ee79-1b59-4146-bf80-54906bb24d4b,general,Biden,Joseph R. Biden Jr.,DEM,53.0
